UTC,Pressure,Temperature,Lux,IR spectrum,x,y,z
1563814135.48,0.110778808594,25.95,246.432,15,0.378283862305,-9.62229647217,-0.292092602539
1563814137.5,0.110778808594,25.95,246.432,15,0.368707055664,-9.66778630371,-0.213083947754
1563814139.52,0.108947753906,25.95,246.432,15,0.337582434082,-9.67736311035,-0.141257897949
1563814141.54,0.110778808594,25.95,242.352,15,0.337582434082,-9.66539210205,-0.00957680664062
1563814143.56,0.10986328125,25.95,224.5632,14,-1.35511813965,1.80762225342,9.82340941162
1563814145.59,0.110778808594,25.95,224.5632,14,-0.940921252441,3.58890828857,9.62469067383
1563814147.61,0.110778808594,25.95,224.5632,14,-1.01514150391,3.31836350098,9.67496890869
1563814149.63,0.10986328125,25.95,232.7232,14,4.06774862061,-6.12676204834,6.64151540527
